,,,,,,
"PERÍODO_LECTIVO TIPO_DE_PERÍODO_LECTIVO","ID","SIGLA","NOME","CURSO","REGENTE","RESPONSÁVEL"
"1º Sem",3622,"IP","Introdução à Programação","Mestrado Integrado em Engenharia Biomédica","Artur Miguel de Andrade Vieira Dias","Luís Fernando Lopes Monteiro"
"1º Sem",3622,"IP","Introdução à Programação","Mestrado Integrado em Engenharia de Micro e Nanotecnologias","Artur Miguel de Andrade Vieira Dias","Luís Fernando Lopes Monteiro"
"1º Sem",3622,"IP","Introdução à Programação","Mestrado Integrado em Engenharia Física","Artur Miguel de Andrade Vieira Dias","Luís Fernando Lopes Monteiro"
"1º Sem",9427,"IP C","Introdução à Programação C","Mestrado Integrado em Engenharia Biomédica","António Maria Lobo César Alarcão Ravara","Luís Fernando Lopes Monteiro"
"1º Sem",8843,"IQ","Introdução à Química","Mestrado em Arte e Ciência do Vidro","Fernando Jorge da Silva Pina","Fernando Jorge da Silva Pina"
"1º Sem",3737,"IQV","Introdução à Química da Vida","Licenciatura em Biologia Celular e Molecular","Maria Cristina Oliveira Costa","José João Galhardas de Moura"
"1º Sem",3682,"IQF","Introdução à Química Física","Licenciatura em Biologia Celular e Molecular","João Carlos da Silva Barbosa Sotomayor","Manuel Luís Magalhães Nunes da Ponte"
"1º Sem",3682,"IQF","Introdução à Química Física","Mestrado Integrado em Engenharia Química e Bioquímica","João Carlos da Silva Barbosa Sotomayor","Manuel Luís Magalhães Nunes da Ponte"
"1º Sem",8788,"IQF(A)","Introdução à Química-Física A","Licenciatura em Bioquímica","Eurico José da Silva Cabrita","Manuel Luís Magalhães Nunes da Ponte"
"1º Sem",8788,"IQF(A)","Introdução à Química-Física A","Licenciatura em Química Aplicada","Eurico José da Silva Cabrita","Manuel Luís Magalhães Nunes da Ponte"
"1º Sem",7848,"IRad","Introdução à Radiação","Mestrado Integrado em Engenharia Biomédica","Paulo Manuel Assis Loureiro Limão Vieira","Maria Adelaide de Almeida Pedro de Jesus"
"1º Sem",3111,"IBD","Introdução às Bases de Dados","Licenciatura em Matemática","João Alexandre Carvalho Pinheiro Leite","Pedro Manuel Corrêa Calvente Barahona"
"1º Sem",3747,"IT","Introdução às Telecomunicações","Licenciatura em Engenharia de Telecomunicações e Computadores","Paulo Miguel de Araújo Borges Montezuma de Carvalho","Paulo da Costa Luís da Fonseca Pinto"
"1º Sem",3747,"IT","Introdução às Telecomunicações","Licenciatura em Engenharia Informática","Paulo Miguel de Araújo Borges Montezuma de Carvalho","Paulo da Costa Luís da Fonseca Pinto"
"1º Sem",3747,"IT","Introdução às Telecomunicações","Mestrado Integrado em Engenharia Electrotécnica e de Computadores","Paulo Miguel de Araújo Borges Montezuma de Carvalho","Paulo da Costa Luís da Fonseca Pinto"
"1º Sem",8502,"IPP 1","Investigação na Prática Pedagógica I","Mestrado em Ensino da Matemática","José Manuel Leonardo de Matos","Maria Helena Coutinho Gomes Almeida Santos"
"1º Sem",7130,"MetBio","Iões Metálicos em Biologia","Mestrado em Bioquímica Estrutural e Funcional","José João Galhardas de Moura","José João Galhardas de Moura"
"1º Sem",7185,"LabOP","Laboratório de Operações e Processos","Mestrado Integrado em Engenharia do Ambiente","Maria Conceição Carrilho Raimundo dos Santos","Maria Conceição Carrilho Raimundo dos Santos"
"1º Sem",8806,"Lab","Laboratórios","Licenciatura em Química Aplicada","Ana Maria Ferreira da Costa Lourenço","Pedro Jorge Macedo de Abreu"
"1º Sem",7895,"LDC","Legislação e Defesa do Consumidor","Mestrado em Tecnologia e Segurança Alimentar","Maria Margarida Boavida Pontes Gonçalves","Benilde Simões Mendes"
"1º Sem",8740,"LGE","Liderança e Gestão de Equipas","Estudos Pós-Graduados em Gestão de Projectos","Alexandra Maria Batista Ramos Tenera","Virgílio António da Cruz Machado"
"1º Sem",8526,"Lg","Lógica","Mestrado em Matemática e Aplicações","Isabel Maria Oitavem Fonseca da Rocha","Maria Helena Coutinho Gomes Almeida Santos"
"1º Sem",9229,"MLKE","Machine Learning and Knowledge Extraction","Programa Doutoral em Informática","Nuno Miguel Cavalheiro Marques","Pedro Manuel Corrêa Calvente Barahona"
"1º Sem",3736,"MI","Marketing e Inovação","Mestrado em Biotecnologia","Rogério Salema Araújo Puga Leal","Zulema Paula do Perpétuo Socorro Lopes Pereira"
"1º Sem",3736,"MI","Marketing e Inovação","Mestrado em Engenharia e Gestão Industrial","Rogério Salema Araújo Puga Leal","Zulema Paula do Perpétuo Socorro Lopes Pereira"
"1º Sem",3736,"MI","Marketing e Inovação","Mestrado em Engenharia Electrotécnica, Sistemas e Computadores","Rogério Salema Araújo Puga Leal","Zulema Paula do Perpétuo Socorro Lopes Pereira"
"1º Sem",3736,"MI","Marketing e Inovação","Mestrado Integrado em Engenharia e Gestão Industrial","Rogério Salema Araújo Puga Leal","Zulema Paula do Perpétuo Socorro Lopes Pereira"
"1º Sem",3736,"MI","Marketing e Inovação","Mestrado Integrado em Engenharia Química e Bioquímica","Rogério Salema Araújo Puga Leal","Zulema Paula do Perpétuo Socorro Lopes Pereira"
"1º Sem",3736,"MI","Marketing e Inovação","Programa Doutoral em Bioquímica","Rogério Salema Araújo Puga Leal","Zulema Paula do Perpétuo Socorro Lopes Pereira"
"1º Sem",3736,"MI","Marketing e Inovação","Programa Doutoral em Química","Rogério Salema Araújo Puga Leal","Zulema Paula do Perpétuo Socorro Lopes Pereira"
"1º Sem",9726,"MI d","Marketing e Inovação D","Programa Doutoral em Engenharia Industrial","Rogério Salema Araújo Puga Leal","Zulema Paula do Perpétuo Socorro Lopes Pereira"
"1º Sem",8715,"M ""0""","Matemática ""0""","Licenciatura em Biologia Celular e Molecular","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Licenciatura em Bioquímica","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Licenciatura em Conservação - Restauro","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Licenciatura em Engenharia de Materiais","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Licenciatura em Engenharia Geológica","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Licenciatura em Engenharia Informática","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Licenciatura em Matemática","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Licenciatura em Química Aplicada","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Mestrado Integrado em Engenharia Biomédica","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Mestrado Integrado em Engenharia Civil","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Mestrado Integrado em Engenharia de Micro e Nanotecnologias","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Mestrado Integrado em Engenharia do Ambiente","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Mestrado Integrado em Engenharia e Gestão Industrial","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Mestrado Integrado em Engenharia Electrotécnica e de Computadores","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Mestrado Integrado em Engenharia Física","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Mestrado Integrado em Engenharia Mecânica","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8715,"M ""0""","Matemática ""0""","Mestrado Integrado em Engenharia Química e Bioquímica","Ana Maria de Sousa Alves de Sá","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"1º Sem",8513,"MF","Matemática Financeira","Mestrado em Matemática e Aplicações","Manuel Leote Tavares Inglês Esquível","Manuel Leote Tavares Inglês Esquível"
"1º Sem",7382,"M.1","Matemática I","Licenciatura em Conservação - Restauro","Paulo José Fernandes Louro Ribeiro Doutor","Bento José Carrilho Miguens Louro"
"1º Sem",8141,"MB","Matemática para Biologia","Licenciatura em Biologia Celular e Molecular","Maria do Céu Cerqueira Soares","Bento José Carrilho Miguens Louro"
"1º Sem",7464,"MCV","Materiais Cerâmicos e Vidros","Licenciatura em Engenharia de Materiais","Regina da Conceição Corredeira Monteiro","Regina da Conceição Corredeira Monteiro"
"1º Sem",7751,"Mat.C","Materiais de Construção","Mestrado em Engenharia Geológica (Georrecursos)","Fernando Farinha da Silva Pinho","Fernando Manuel Anjos Henriques"
"1º Sem",7751,"Mat.C","Materiais de Construção","Mestrado em Engenharia Geológica (Geotecnia)","Fernando Farinha da Silva Pinho","Fernando Manuel Anjos Henriques"
"1º Sem",1837,"MC.1","Materiais de Construção I","Mestrado Integrado em Engenharia Civil","Fernando Manuel Anjos Henriques","Fernando Manuel Anjos Henriques"
"1º Sem",2672,"MM","Materiais Metálicos","Licenciatura em Conservação - Restauro","Rui Jorge Cordeiro Silva","Francisco Manuel Braz Fernandes"
"1º Sem",1849,"MS","Materiais Semicondutores","Licenciatura em Engenharia de Materiais","Guilherme António Rodrigues Lavareda","Elvira Maria Correia Fortunato"
"1º Sem",1849,"MS","Materiais Semicondutores","Mestrado em Engenharia Microelectrónica e Nanotecnologias","Guilherme António Rodrigues Lavareda","Elvira Maria Correia Fortunato"
"1º Sem",9630,"MVPM","Matrizes, Valores Próprios e Multiplicidades","Programa Doutoral em Matemática","Carlos Manuel Saiago","Maria Helena Coutinho Gomes Almeida Santos"
"1º Sem",2653,"MH","Máquinas Hidráulicas","Mestrado em Energias Renováveis - Conversão Eléctrica e Utilização Sustentáveis","Luís Miguel Chagas da Costa Gil","António Rafael Janeiro Borges"
"1º Sem",2653,"MH","Máquinas Hidráulicas","Mestrado em Engenharia Mecânica","Luís Miguel Chagas da Costa Gil","António Rafael Janeiro Borges"
"1º Sem",2653,"MH","Máquinas Hidráulicas","Mestrado Integrado em Engenharia Mecânica","Luís Miguel Chagas da Costa Gil","António Rafael Janeiro Borges"
"1º Sem",2655,"MT","Máquinas Térmicas","Mestrado em Engenharia Mecânica","José Fernando de Almeida Dias","António Rafael Janeiro Borges"
"1º Sem",2655,"MT","Máquinas Térmicas","Mestrado Integrado em Engenharia Mecânica","José Fernando de Almeida Dias","António Rafael Janeiro Borges"
"1º Sem",8801,"MRQB","Mecanismos das Reacções Químicas e Biológicas","Licenciatura em Bioquímica","Maria Teresa Barros Silva","Maria Teresa Barros Silva"
"1º Sem",8801,"MRQB","Mecanismos das Reacções Químicas e Biológicas","Licenciatura em Química Aplicada","Maria Teresa Barros Silva","Maria Teresa Barros Silva"
"1º Sem",3646,"MA1","Mecânica Aplicada I","Licenciatura em Engenharia Geológica","Raquel Albuquerque Soares Brás de Almeida","António Paulo Vale Urgueira"
"1º Sem",3646,"MA1","Mecânica Aplicada I","Mestrado Integrado em Engenharia e Gestão Industrial","Raquel Albuquerque Soares Brás de Almeida","António Paulo Vale Urgueira"
"1º Sem",7205,"MA1","Mecânica Aplicada IA","Mestrado Integrado em Engenharia Mecânica","Raquel Albuquerque Soares Brás de Almeida","António Paulo Vale Urgueira"
"1º Sem",7749,"MRoc","Mecânica das Rochas","Mestrado em Engenharia Geológica (Georrecursos)","Ana Paula Fernandes da Silva","José Alcino Rodrigues de Carvalho"
"1º Sem",7749,"MRoc","Mecânica das Rochas","Mestrado em Engenharia Geológica (Geotecnia)","Ana Paula Fernandes da Silva","José Alcino Rodrigues de Carvalho"
"1º Sem",5474,"MS.c","Mecânica dos Solos C","Mestrado Integrado em Engenharia Civil","Armando Manuel Sequeira Nunes Antão","Nuno Manuel da Costa Guerra"
"1º Sem",3654,"MS1","Mecânica dos Sólidos I","Mestrado Integrado em Engenharia Mecânica","João Mário Burguete Botelho Cardoso","António Paulo Vale Urgueira"
"1º Sem",7369,"MQ.A","Mecânica Quântica A","Mestrado em Matemática e Aplicações","José Paulo Moreira dos Santos","José Paulo Moreira dos Santos"
"1º Sem",7369,"MQ.A","Mecânica Quântica A","Mestrado Integrado em Engenharia Biomédica","José Paulo Moreira dos Santos","José Paulo Moreira dos Santos"
"1º Sem",7369,"MQ.A","Mecânica Quântica A","Mestrado Integrado em Engenharia de Micro e Nanotecnologias","José Paulo Moreira dos Santos","José Paulo Moreira dos Santos"
"1º Sem",7369,"MQ.A","Mecânica Quântica A","Mestrado Integrado em Engenharia Física","José Paulo Moreira dos Santos","José Paulo Moreira dos Santos"
"1º Sem",7369,"MQ.A","Mecânica Quântica A","Programa Doutoral em Nanotecnologias e Nanociências","José Paulo Moreira dos Santos","José Paulo Moreira dos Santos"
"1º Sem",7816,"MIP","Medida, Integração e Probabilidades","Licenciatura em Matemática","Maria Fernanda de Almeida Cipriano Salvador Marques","Manuel Leote Tavares Inglês Esquível"
"1º Sem",8142,"MR A","Metabolismo e Regulação A","Licenciatura em Biologia Celular e Molecular","Maria João Lobo de Reis Madeira Crispim Romão","Maria João Lobo de Reis Madeira Crispim Romão"
"1º Sem",8791,"MR (B)","Metabolismo e Regulação B","Licenciatura em Bioquímica","Maria João Lobo de Reis Madeira Crispim Romão","Maria João Lobo de Reis Madeira Crispim Romão"
"1º Sem",8791,"MR (B)","Metabolismo e Regulação B","Licenciatura em Química Aplicada","Maria João Lobo de Reis Madeira Crispim Romão","Maria João Lobo de Reis Madeira Crispim Romão"
"1º Sem",1897,"MFM","Metalurgia Física e Metalografia","Licenciatura em Engenharia de Materiais","Rui Jorge Cordeiro Silva","Francisco Manuel Braz Fernandes"
"1º Sem",7534,"MInv","Metodologias de Investigação","Mestrado Integrado em Engenharia e Gestão Industrial","Virgílio António da Cruz Machado","Virgílio António da Cruz Machado"
"1º Sem",9564,"MI (EB)","Metodologias de Investigação","Programa Doutoral em Energia e Bioenergia","Maria Margarida Boavida Pontes Gonçalves","Benilde Simões Mendes"
"1º Sem",9481,"MI","Metodologias de Investigação","Programa Doutoral em Engenharia Industrial","Virgílio António da Cruz Machado","Virgílio António da Cruz Machado"
"1º Sem",9760,"MI (QA)","Metodologias de Investigação em Qualidade Alimentar","Programa Doutoral em Qualidade  Alimentar","Maria Margarida Boavida Pontes Gonçalves","Benilde Simões Mendes"
"1º Sem",1932,"MSM","Metrologia e Sistemas de Medição","Mestrado em Engenharia e Gestão Industrial","Ana Sofia Leonardo Vilela de Matos","Zulema Paula do Perpétuo Socorro Lopes Pereira"
"1º Sem",7922,"MSM","Metrologia e Sistemas de Medição A","Mestrado Integrado em Engenharia e Gestão Industrial","Ana Sofia Leonardo Vilela de Matos","Zulema Paula do Perpétuo Socorro Lopes Pereira"
"1º Sem",7384,"MetComp","Métodos Computacionais e de Modelação em Engenharia  Física","Mestrado Integrado em Engenharia Física","João Paulo Lança Pinto Casquilho","João Paulo Lança Pinto Casquilho"
"1º Sem",8452,"MCEM","Métodos Computacionais em Engenharia Mecânica","Mestrado em Engenharia Mecânica","João Mário Burguete Botelho Cardoso","António Paulo Vale Urgueira"
"1º Sem",8452,"MCEM","Métodos Computacionais em Engenharia Mecânica","Mestrado Integrado em Engenharia Mecânica","João Mário Burguete Botelho Cardoso","António Paulo Vale Urgueira"
"1º Sem",7114,"MCr","Métodos Cromatográficos","Licenciatura em Química Aplicada","Marco Diogo Richter Gomes da Silva","Abel José de Sousa Costa Vieira"
"1º Sem",7497,"MEA.1","Métodos de Exame e Análise I","Mestrado em Ciências da  Conservação","Maria de Fátima Duarte Araújo","Márcia Gomes Vilarigues"
"1º Sem",7497,"MEA.1","Métodos de Exame e Análise I","Mestrado em Conservação e Restauro","Maria de Fátima Duarte Araújo","Márcia Gomes Vilarigues"
"1º Sem",5284,"MIM","Métodos de Imagem Médica","Mestrado Integrado em Engenharia Biomédica","Pedro Manuel Cardoso Vieira","Pedro Manuel Cardoso Vieira"
"1º Sem",5284,"MIM","Métodos de Imagem Médica","Mestrado Integrado em Engenharia Física","Pedro Manuel Cardoso Vieira","Pedro Manuel Cardoso Vieira"
"1º Sem",9553,"EFis","Métodos Experimentais de Espectroscopia Atómica e Molecular","Programa Doutoral em Engenharia Física","Maria de Lourdes Santos Lourenço Costa","Maria de Lourdes Santos Lourenço Costa"
"1º Sem",8451,"MEEM","Métodos Experimentais em Engenharia Mecânica","Mestrado em Engenharia Mecânica","António Paulo Vale Urgueira","António Paulo Vale Urgueira"
"1º Sem",8451,"MEEM","Métodos Experimentais em Engenharia Mecânica","Mestrado Integrado em Engenharia Mecânica","António Paulo Vale Urgueira","António Paulo Vale Urgueira"
